src	tgt
2213+569	2782
9053+870	9923
875+366	1241
402+8285	8687
906+8378	9284
5225+681	5906
708+1585	2293
251+634	885
126+4621	4747
677+6942	7619
5771+414	6185
3593+681	4274
5992+586	6578
8206+789	8995
258+3106	3364
722+399	1121
363+4734	5097
971+316	1287
5963+251	6214
1197+365	1562
838+9332	10170
9467+515	9982
733+3791	4524
759+3553	4312
9209+421	9630
7133+487	7620
763+3770	4533
8897+279	9176
488+1233	1721
2060+450	2510
416+311	727
253+384	637
2959+765	3724
465+610	1075
683+1199	1882
9587+333	9920
4318+472	4790
1538+508	2046
2619+437	3056
2100+377	2477
9761+966	10727
9810+993	10803
917+157	1074
680+9567	10247
350+362	712
3993+806	4799
5015+333	5348
8472+281	8753
723+372	1095
5546+193	5739
4113+850	4963
235+635	870
162+4403	4565
349+699	1048
8819+575	9394
649+900	1549
426+908	1334
2196+301	2497
219+8240	8459
587+302	889
655+703	1358
712+598	1310
682+1157	1839
8041+981	9022
837+553	1390
4191+703	4894
8475+100	8575
872+7671	8543
5435+604	6039
3892+436	4328
8918+626	9544
760+5909	6669
988+9719	10707
449+381	830
9242+416	9658
8209+214	8423
599+106	705
621+8708	9329
267+3929	4196
878+542	1420
5991+196	6187
450+9824	10274
298+897	1195
881+337	1218
414+613	1027
427+9690	10117
205+5916	6121
4445+684	5129
3532+431	3963
296+884	1180
904+3814	4718
724+778	1502
433+628	1061
769+7830	8599
5413+334	5747
583+5974	6557
248+6017	6265
844+6798	7642
6166+560	6726
535+7447	7982
105+7620	7725
518+462	980
3292+567	3859
119+4313	4432
777+833	1610
401+7119	7520
429+537	966
433+4267	4700
732+615	1347
976+5488	6464
176+348	524
433+840	1273
838+8698	9536
899+775	1674
804+8979	9783
386+721	1107
7144+160	7304
157+754	911
382+9812	10194
548+5656	6204
583+237	820
2212+432	2644
7779+944	8723
994+254	1248
5896+687	6583
675+190	865
351+6371	6722
9955+881	10836
5271+670	5941
5774+806	6580
243+890	1133
991+904	1895
6143+973	7116
891+8304	9195
4519+288	4807
579+4730	5309
470+6456	6926
793+820	1613
361+1379	1740
222+757	979
537+7493	8030
917+1786	2703
1987+624	2611
116+8163	8279
616+994	1610
909+9827	10736
389+6468	6857
2099+852	2951
678+194	872
2840+644	3484
917+625	1542
687+579	1266
4127+869	4996
885+800	1685
937+5536	6473
562+3493	4055
6413+174	6587
763+689	1452
564+9646	10210
8084+121	8205
688+5813	6501
738+948	1686
119+1139	1258
430+537	967
365+976	1341
698+790	1488
645+8499	9144
4282+888	5170
6810+832	7642
3500+293	3793
311+415	726
203+126	329
1646+898	2544
653+456	1109
435+991	1426
335+4421	4756
410+267	677
377+4817	5194
890+463	1353
240+998	1238
226+7145	7371
554+988	1542
4417+489	4906
557+549	1106
303+4369	4672
704+3042	3746
279+618	897
9462+224	9686
874+314	1188
600+858	1458
6871+867	7738
525+4129	4654
192+918	1110
6895+589	7484
620+2834	3454
116+1118	1234
922+7881	8803
978+2639	3617
469+6078	6547
544+968	1512
5926+334	6260
2383+766	3149
7384+996	8380
116+5500	5616
6296+146	6442
967+354	1321
678+109	787
631+259	890
811+581	1392
162+710	872
987+857	1844
5801+480	6281
7797+943	8740
529+276	805
631+255	886
3975+473	4448
905+266	1171
609+308	917
513+7114	7627
736+6260	6996
902+126	1028
129+8708	8837
852+992	1844
517+147	664
7177+880	8057
9604+273	9877
202+115	317
328+2509	2837
167+2841	3008
575+7800	8375
8215+237	8452
1011+418	1429
580+5208	5788
430+772	1202
6989+728	7717
2579+589	3168
866+4215	5081
324+627	951
924+246	1170
775+184	959
2553+834	3387
389+2724	3113
331+356	687
847+775	1622
436+8571	9007
9518+629	10147
5370+878	6248
435+532	967
777+3379	4156
1560+865	2425
747+1786	2533
286+114	400
749+134	883
265+506	771
111+8877	8988
978+6634	7612
743+990	1733
7646+562	8208
564+736	1300
658+8206	8864
862+386	1248
9429+445	9874
290+5182	5472
926+8984	9910
8476+779	9255
784+976	1760
881+9504	10385
164+6987	7151
757+1416	2173
3068+196	3264
568+949	1517
223+663	886
5844+229	6073
414+8414	8828
666+2359	3025
3991+507	4498
4192+245	4437
4634+894	5528
303+851	1154
6798+638	7436
3486+676	4162
9602+148	9750
6941+652	7593
810+643	1453
483+262	745
796+269	1065
4707+963	5670
3491+653	4144
7947+978	8925
385+150	535
403+7386	7789
7901+587	8488
429+3230	3659
5915+100	6015
357+825	1182
6105+313	6418
2094+160	2254
243+3355	3598
942+3625	4567
500+905	1405
761+529	1290
705+4168	4873
954+458	1412
331+382	713
511+226	737
3487+310	3797
245+5513	5758
111+2921	3032
6098+636	6734
890+743	1633
8718+337	9055
8180+405	8585
654+860	1514
8444+257	8701
872+837	1709
996+5458	6454
490+958	1448
215+8643	8858
699+3759	4458
8983+876	9859
330+9566	9896
190+849	1039
6940+347	7287
9102+956	10058
8085+531	8616
753+207	960
962+5519	6481
755+9320	10075
529+5116	5645
185+1211	1396
830+925	1755
348+9109	9457
705+544	1249
5354+206	5560
8993+674	9667
7157+721	7878
7268+143	7411
2766+704	3470
2615+689	3304
220+882	1102
469+694	1163
7911+934	8845
835+1653	2488
762+8212	8974
687+9564	10251
508+932	1440
8074+785	8859
321+680	1001
124+745	869
201+5788	5989
921+1464	2385
8481+969	9450
467+6636	7103
354+5532	5886
902+1783	2685
569+5311	5880
314+671	985
6273+858	7131
871+6710	7581
964+611	1575
441+460	901
9818+857	10675
424+948	1372
203+2481	2684
7652+420	8072
9146+754	9900
874+491	1365
371+976	1347
8953+459	9412
925+8172	9097
872+3608	4480
430+116	546
294+695	989
618+5853	6471
9818+282	10100
733+2244	2977
195+192	387
7629+972	8601
249+6573	6822
6796+506	7302
494+206	700
5815+728	6543
2346+431	2777
553+945	1498
351+661	1012
783+380	1163
606+329	935
4587+351	4938
550+763	1313
248+112	360
349+1340	1689
8917+958	9875
524+4149	4673
290+9496	9786
7547+742	8289
7342+864	8206
823+6963	7786
541+7065	7606
340+6245	6585
6850+178	7028
3203+429	3632
5045+914	5959
3109+198	3307
8794+648	9442
207+4732	4939
6707+834	7541
4669+576	5245
688+1871	2559
733+8174	8907
705+8146	8851
275+122	397
8347+672	9019
1942+455	2397
988+3422	4410
798+462	1260
836+382	1218
5128+845	5973
830+712	1542
541+3184	3725
320+8407	8727
651+5991	6642
338+9322	9660
247+9841	10088
6152+983	7135
724+154	878
6871+701	7572
893+172	1065
2042+642	2684
847+3641	4488
4188+354	4542
3938+955	4893
130+764	894
846+2957	3803
191+2542	2733
687+7347	8034
490+8772	9262
967+451	1418
198+418	616
281+8051	8332
611+2486	3097
366+511	877
332+459	791
2336+447	2783
869+2540	3409
5223+120	5343
1997+670	2667
799+482	1281
272+101	373
1206+104	1310
493+6017	6510
919+681	1600
7141+979	8120
276+293	569
9162+286	9448
4577+453	5030
993+799	1792
714+483	1197
3898+551	4449
3908+619	4527
933+938	1871
131+1635	1766
2970+926	3896
398+2765	3163
799+3955	4754
9494+271	9765
609+297	906
3543+727	4270
565+9978	10543
902+8338	9240
784+667	1451
446+352	798
244+4923	5167
292+7623	7915
466+160	626
930+2618	3548
2490+779	3269
6251+639	6890
9715+634	10349
875+9951	10826
4292+389	4681
238+8338	8576
399+741	1140
513+8129	8642
184+9035	9219
603+206	809
674+8931	9605
7370+413	7783
905+5705	6610
1903+640	2543
292+191	483
701+9893	10594
756+421	1177
1785+647	2432
148+410	558
292+6763	7055
1859+943	2802
8107+856	8963
9584+969	10553
620+479	1099
1732+319	2051
568+290	858
829+427	1256
831+308	1139
311+1255	1566
490+310	800
2905+397	3302
346+775	1121
281+7388	7669
480+957	1437
145+3554	3699
713+352	1065
5230+532	5762
6074+309	6383
5466+519	5985
1167+525	1692
486+5556	6042
936+897	1833
359+1170	1529
7479+142	7621
8358+231	8589
4653+172	4825
2874+218	3092
910+600	1510
287+649	936
271+5202	5473
7524+391	7915
5693+391	6084
5284+211	5495
504+942	1446
188+668	856
305+3082	3387
1584+580	2164
211+2825	3036
138+953	1091
288+2369	2657
2104+347	2451
730+7076	7806
856+3338	4194
711+1672	2383
9251+885	10136
886+315	1201
6208+144	6352
1232+256	1488
980+5109	6089
458+573	1031
759+157	916
489+3508	3997
617+2042	2659
288+742	1030
443+773	1216
8190+125	8315
171+5026	5197
9659+394	10053
3639+246	3885
6202+158	6360
801+166	967
630+9753	10383
733+837	1570
841+429	1270
139+3350	3489
800+339	1139
490+103	593
1957+933	2890
887+2960	3847
880+743	1623
677+658	1335
120+764	884
685+7325	8010
802+7336	8138
866+4893	5759
9037+727	9764
453+8454	8907
256+8441	8697
6900+329	7229
393+752	1145
3856+497	4353
264+7030	7294
1343+542	1885
247+1697	1944
520+9871	10391
511+228	739
6782+313	7095
531+7844	8375
851+8410	9261
497+8594	9091
445+6341	6786
7535+236	7771
9682+310	9992
322+829	1151
682+299	981
6954+574	7528
7688+483	8171
6028+318	6346
244+8704	8948
655+767	1422
407+7752	8159
304+322	626
664+3567	4231
7296+629	7925
284+8257	8541
810+311	1121
681+3823	4504
863+3553	4416
7584+688	8272
254+521	775
579+5025	5604
3139+880	4019
423+9693	10116
1578+792	2370
905+166	1071
121+108	229
439+973	1412
420+465	885
861+254	1115
414+960	1374
471+738	1209
697+8317	9014
446+3870	4316
410+2662	3072
3618+255	3873
525+221	746
7712+262	7974
8693+816	9509
806+5086	5892
779+250	1029
199+1645	1844
490+584	1074
588+3792	4380
700+804	1504
551+3979	4530
120+9057	9177
6633+447	7080
478+170	648
238+739	977
793+7449	8242
213+909	1122
4229+749	4978
399+2361	2760
717+9105	9822
736+704	1440
273+6983	7256
296+9411	9707
632+1384	2016
426+3734	4160
764+344	1108
6023+369	6392
543+6529	7072
379+867	1246
8505+775	9280
440+664	1104
233+992	1225
1174+852	2026
1314+409	1723
304+8702	9006
497+1589	2086
5428+813	6241
443+7009	7452
7955+516	8471
6605+235	6840
836+5285	6121
4160+600	4760
373+2364	2737
787+2389	3176
6220+982	7202
2859+123	2982
925+880	1805
348+176	524
482+166	648
685+920	1605
897+189	1086
109+840	949
854+926	1780
991+2153	3144
696+741	1437
746+6421	7167
2733+727	3460
157+821	978
304+863	1167
290+193	483
2500+103	2603
910+4818	5728
151+834	985
496+428	924
9672+297	9969
937+4232	5169
9115+719	9834
4048+580	4628
849+2003	2852
289+9316	9605
181+280	461
369+247	616
4102+816	4918
819+879	1698
292+291	583
874+4730	5604
504+750	1254
5861+715	6576
618+5676	6294
536+356	892
853+4944	5797
1114+770	1884
5123+388	5511
166+163	329
605+452	1057
1989+734	2723
181+8306	8487
862+790	1652
426+702	1128
814+2079	2893
5299+844	6143
561+6867	7428
8871+479	9350
407+9013	9420
659+4117	4776
701+274	975
807+461	1268
576+8563	9139
915+7606	8521
989+8608	9597
256+3327	3583
7317+529	7846
994+242	1236
490+3447	3937
474+1228	1702
910+3830	4740
707+288	995
197+116	313
583+3455	4038
445+4240	4685
609+501	1110
410+949	1359
5549+333	5882
598+721	1319
9177+543	9720
972+3618	4590
781+1979	2760
208+2096	2304
822+8810	9632
5740+244	5984
631+606	1237
526+602	1128
415+746	1161
446+745	1191
800+8028	8828
2996+713	3709
642+388	1030
842+7117	7959
3099+478	3577
8758+164	8922
557+478	1035
352+4431	4783
804+4824	5628
749+8801	9550
668+6582	7250
6424+815	7239
230+429	659
4750+825	5575
4883+932	5815
600+676	1276
119+6135	6254
2566+493	3059
738+429	1167
641+602	1243
717+5358	6075
560+498	1058
910+888	1798
828+3344	4172
968+1967	2935
352+4659	5011
1050+435	1485
944+8906	9850
3394+902	4296
427+8941	9368
719+9786	10505
943+930	1873
4083+711	4794
2972+402	3374
1992+853	2845
636+918	1554
5627+354	5981
533+1178	1711
367+4346	4713
403+125	528
767+759	1526
180+7039	7219
894+3418	4312
740+7259	7999
3571+708	4279
876+6146	7022
380+566	946
302+8427	8729
266+3105	3371
117+3030	3147
988+434	1422
8816+477	9293
422+951	1373
7144+663	7807
743+544	1287
6306+505	6811
434+727	1161
759+389	1148
679+1645	2324
1915+840	2755
3160+608	3768
169+243	412
204+635	839
830+340	1170
872+468	1340
446+2329	2775
451+2139	2590
510+9931	10441
637+526	1163
7487+811	8298
661+942	1603
933+312	1245
262+2888	3150
332+4920	5252
760+799	1559
1396+153	1549
4694+590	5284
143+324	467
256+991	1247
612+427	1039
496+7484	7980
622+883	1505
604+1385	1989
7798+663	8461
141+304	445
1589+313	1902
696+603	1299
457+818	1275
695+476	1171
3689+506	4195
255+649	904
742+862	1604
5610+372	5982
7132+623	7755
263+4302	4565
5198+442	5640
434+366	800
222+5675	5897
129+8299	8428
9385+888	10273
309+4028	4337
142+496	638
860+995	1855
304+877	1181
5892+952	6844
4511+707	5218
469+8598	9067
763+741	1504
680+963	1643
322+9373	9695
417+112	529
949+285	1234
311+9185	9496
7366+837	8203
568+7402	7970
3707+603	4310
674+5675	6349
5071+179	5250
2757+100	2857
734+151	885
380+100	480
555+7249	7804
3613+199	3812
476+320	796
4125+533	4658
7108+177	7285
527+1366	1893
888+1573	2461
409+245	654
567+4353	4920
751+862	1613
1497+587	2084
114+215	329
842+340	1182
990+5475	6465
123+8859	8982
848+808	1656
320+166	486
794+7183	7977
138+609	747
950+8630	9580
279+1217	1496
1721+772	2493
888+997	1885
826+5613	6439
8850+307	9157
124+5455	5579
340+806	1146
929+1031	1960
1722+994	2716
8132+672	8804
9004+910	9914
832+968	1800
1774+393	2167
190+7017	7207
940+8741	9681
3685+482	4167
7082+843	7925
9859+249	10108
852+6681	7533
278+7582	7860
578+6692	7270
251+9102	9353
9884+517	10401
542+2416	2958
5148+240	5388
467+8644	9111
871+9834	10705
3691+143	3834
618+3376	3994
6597+653	7250
3612+971	4583
3285+935	4220
944+809	1753
183+7864	8047
613+657	1270
632+206	838
1066+360	1426
3698+857	4555
800+826	1626
600+2915	3515
849+7116	7965
7471+635	8106
7435+324	7759
6752+867	7619
804+2743	3547
755+759	1514
259+4085	4344
1009+912	1921
2766+607	3373
173+811	984
347+7653	8000
945+4428	5373
2582+934	3516
124+116	240
402+223	625
290+947	1237
2168+168	2336
563+2948	3511
466+7602	8068
814+711	1525
451+7352	7803
313+5977	6290
734+8838	9572
1686+795	2481
132+9191	9323
459+1508	1967
817+8759	9576
870+9831	10701
532+805	1337
6751+801	7552
127+7225	7352
599+877	1476
586+358	944
2508+184	2692
841+950	1791
2540+565	3105
867+6527	7394
718+580	1298
430+417	847
8392+321	8713
7727+197	7924
800+231	1031
1462+618	2080
170+9225	9395
574+381	955
7359+920	8279
1798+359	2157
2927+814	3741
9046+278	9324
400+3666	4066
397+715	1112
536+2796	3332
3536+957	4493
303+593	896
355+1093	1448
894+3893	4787
144+5952	6096
328+448	776
9083+334	9417
8285+927	9212
2902+203	3105
242+235	477
1387+548	1935
475+8044	8519
825+637	1462
7034+750	7784
2742+528	3270
134+5569	5703
670+7918	8588
166+189	355
998+6859	7857
510+9308	9818
996+240	1236
124+265	389
684+291	975
4219+556	4775
9944+482	10426
5309+589	5898
908+772	1680
696+523	1219
673+140	813
307+250	557
236+7401	7637
480+161	641
1199+215	1414
5356+699	6055
1145+410	1555
427+349	776
920+4498	5418
779+586	1365
590+4508	5098
276+497	773
9870+979	10849
249+783	1032
978+622	1600
981+878	1859
589+625	1214
679+268	947
741+871	1612
959+6926	7885
947+368	1315
161+8075	8236
991+428	1419
128+4155	4283
7122+500	7622
720+4681	5401
3086+590	3676
9348+516	9864
3576+347	3923
9540+394	9934
891+2229	3120
714+1506	2220
167+2390	2557
3384+891	4275
1654+478	2132
502+5601	6103
765+6594	7359
956+9770	10726
6359+415	6774
623+8991	9614
875+3248	4123
445+2490	2935
9022+450	9472
9470+731	10201
2031+357	2388
5394+377	5771
708+9413	10121
420+431	851
679+295	974
413+4143	4556
630+7742	8372
370+7944	8314
4085+886	4971
3281+921	4202
5833+294	6127
6922+829	7751
6261+309	6570
695+9521	10216
220+841	1061
5775+753	6528
310+712	1022
6527+287	6814
9142+483	9625
501+595	1096
5435+681	6116
650+6593	7243
360+720	1080
358+227	585
932+7440	8372
168+293	461
606+8450	9056
5539+623	6162
7889+303	8192
152+8007	8159
9020+709	9729
587+547	1134
420+2956	3376
285+225	510
878+1892	2770
967+171	1138
210+9986	10196
5397+230	5627
860+803	1663
309+1654	1963
1981+110	2091
445+739	1184
5541+391	5932
346+4776	5122
733+718	1451
5370+665	6035
960+4872	5832
123+666	789
6189+880	7069
275+925	1200
308+9875	10183
1285+264	1549
684+858	1542
5419+928	6347
227+2567	2794
965+516	1481
347+570	917
3713+277	3990
386+209	595
344+787	1131
545+7335	7880
318+4804	5122
967+183	1150
829+8276	9105
253+7299	7552
7228+123	7351
5451+310	5761
9053+547	9600
6608+429	7037
611+619	1230
7355+958	8313
721+4366	5087
247+2267	2514
7187+272	7459
312+4570	4882
461+7637	8098
354+5762	6116
488+714	1202
124+4998	5122
2059+563	2622
1358+498	1856
6655+468	7123
120+9043	9163
841+8296	9137
191+8165	8356
456+4744	5200
475+5257	5732
261+3761	4022
974+699	1673
9473+713	10186
4206+966	5172
490+473	963
878+334	1212
824+262	1086
730+812	1542
1820+356	2176
637+361	998
252+5803	6055
979+546	1525
991+4047	5038
519+419	938
633+168	801
992+194	1186
1854+686	2540
3882+395	4277
8704+533	9237
341+117	458
717+829	1546
168+891	1059
375+936	1311
646+227	873
666+7044	7710
3931+256	4187
4060+351	4411
433+975	1408
884+378	1262
1339+612	1951
1931+503	2434
271+149	420
259+3167	3426
982+723	1705
687+5575	6262
351+8453	8804
827+212	1039
5066+265	5331
1692+168	1860
239+1009	1248
571+9665	10236
793+7471	8264
9871+843	10714
637+8645	9282
9514+462	9976
7638+869	8507
636+7679	8315
615+978	1593
229+1596	1825
175+714	889
962+5889	6851
718+522	1240
484+5907	6391
124+6153	6277
303+1262	1565
545+893	1438
3411+560	3971
3291+764	4055
505+5005	5510
116+332	448
358+8975	9333
577+8621	9198
309+8590	8899
525+152	677
249+755	1004
402+483	885
458+576	1034
769+8100	8869
712+401	1113
940+9397	10337
8816+141	8957
169+6775	6944
298+6084	6382
3718+111	3829
249+862	1111
5417+161	5578
621+323	944
9537+480	10017
559+513	1072
917+8541	9458
736+6350	7086
476+1834	2310
3020+548	3568
543+9420	9963
782+898	1680
9289+168	9457
944+486	1430
776+8206	8982
5376+247	5623
880+301	1181
731+493	1224
503+4608	5111
145+410	555
236+299	535
682+4172	4854
918+3484	4402
660+5180	5840
100+167	267
979+138	1117
844+8907	9751
324+579	903
788+605	1393
181+785	966
931+6615	7546
7096+971	8067
364+9977	10341
6416+746	7162
6349+639	6988
783+798	1581
9520+798	10318
925+5018	5943
934+122	1056
594+5459	6053
621+5924	6545
841+7630	8471
705+407	1112
209+3424	3633
4663+964	5627
354+575	929
200+814	1014
9287+471	9758
860+7551	8411
680+6426	7106
183+4973	5156
738+592	1330
2086+893	2979
158+8137	8295
934+8080	9014
524+584	1108
441+479	920
415+341	756
603+7493	8096
4506+515	5021
969+4852	5821
349+3701	4050
263+6359	6622
7174+973	8147
203+184	387
915+855	1770
253+653	906
604+2512	3116
3488+152	3640
582+281	863
236+398	634
795+6853	7648
2433+141	2574
417+438	855
139+696	835
140+729	869
941+296	1237
500+943	1443
210+5379	5589
5774+730	6504
2174+951	3125
5660+241	5901
573+720	1293
261+9435	9696
608+721	1329
805+390	1195
502+972	1474
780+3667	4447
8744+929	9673
467+9337	9804
400+7571	7971
926+4852	5778
782+6351	7133
346+572	918
820+258	1078
181+160	341
2928+251	3179
559+229	788
840+175	1015
888+6451	7339
6242+693	6935
835+593	1428
519+3008	3527
5956+826	6782
584+771	1355
472+260	732
296+6653	6949
150+132	282
498+4056	4554
574+7512	8086
6301+560	6861
935+434	1369
7919+774	8693
869+4014	4883
990+902	1892
356+525	881
598+996	1594
251+1688	1939
345+625	970
9115+384	9499
838+284	1122
139+1151	1290
6910+828	7738
919+7111	8030
102+2713	2815
890+9209	10099
316+251	567
796+9273	10069
643+7401	8044
4222+545	4767
1645+565	2210
9964+397	10361
8478+145	8623
440+1293	1733
703+2028	2731
949+7836	8785
723+4783	5506
954+4651	5605
371+5919	6290
1634+936	2570
784+693	1477
504+5347	5851
643+334	977
327+941	1268
344+7504	7848
540+148	688
921+922	1843
648+9954	10602
116+9220	9336
6016+887	6903
1838+608	2446
4496+646	5142
5711+898	6609
975+340	1315
674+6383	7057
658+771	1429
114+801	915
181+6386	6567
5023+591	5614
201+232	433
5230+273	5503
5789+787	6576
525+3651	4176
308+3685	3993
199+5731	5930
655+9989	10644
2123+178	2301
994+224	1218
345+167	512
283+2857	3140
445+2989	3434
9758+576	10334
3000+592	3592
5559+904	6463
464+907	1371
461+280	741
925+4101	5026
5100+842	5942
735+923	1658
164+266	430
450+264	714
9762+298	10060
875+6757	7632
448+973	1421
911+8084	8995
926+624	1550
317+3744	4061
735+752	1487
892+2096	2988
4715+954	5669
9099+670	9769
496+6279	6775
7043+303	7346
137+563	700
103+684	787
117+7103	7220
6549+525	7074
1121+422	1543
187+3196	3383
708+633	1341
2908+707	3615
584+606	1190
6582+222	6804
1532+905	2437
6194+351	6545
649+7973	8622
139+2746	2885
407+780	1187
812+364	1176
256+5598	5854
970+7750	8720
643+472	1115
610+415	1025
5912+516	6428
126+391	517
289+2524	2813
637+717	1354
2640+471	3111
197+370	567
425+3027	3452
690+317	1007
2291+337	2628
383+418	801
9868+979	10847
931+829	1760
9946+404	10350
5874+202	6076
870+1667	2537
999+7884	8883
773+441	1214
858+1852	2710
170+196	366
1065+209	1274
143+8687	8830
515+9879	10394
370+262	632
5056+183	5239
272+4033	4305
2701+745	3446
581+323	904
3075+273	3348
9350+344	9694
105+9568	9673
690+4072	4762
660+4897	5557
540+316	856
7364+297	7661
5795+452	6247
514+704	1218
692+5713	6405
355+3042	3397
7884+361	8245
9153+101	9254
515+704	1219
864+359	1223
3100+690	3790
933+756	1689
2965+787	3752
235+828	1063
336+355	691
1762+848	2610
800+504	1304
323+383	706
688+102	790
4443+834	5277
949+812	1761
523+209	732
311+8324	8635
250+841	1091
3019+989	4008
432+7735	8167
775+9501	10276
5506+554	6060
4302+978	5280
3390+311	3701
461+4080	4541
4977+601	5578
380+8167	8547
358+103	461
574+3598	4172
900+953	1853
866+569	1435
5736+308	6044
213+5705	5918
390+386	776
536+887	1423
584+904	1488
2069+700	2769
456+5967	6423
4675+560	5235
804+984	1788
959+8812	9771
376+3628	4004
325+8178	8503
117+899	1016
760+597	1357
324+9350	9674
3370+212	3582
838+7075	7913
5174+806	5980
378+982	1360
9462+918	10380
864+7614	8478
164+680	844
347+389	736
929+5002	5931
9682+287	9969
9143+641	9784
252+120	372
886+7876	8762
6591+101	6692
298+4069	4367
850+413	1263
7960+357	8317
5455+700	6155
743+511	1254
6847+198	7045
583+4215	4798
432+146	578
465+8723	9188
645+441	1086
333+8058	8391
1269+806	2075
205+678	883
336+520	856
309+578	887
647+2189	2836
797+661	1458
835+3223	4058
855+319	1174
479+199	678
362+111	473
7703+223	7926
758+8370	9128
195+448	643
726+221	947
924+356	1280
9796+864	10660
4951+145	5096
805+5539	6344
3736+773	4509
1104+962	2066
936+4544	5480
438+2639	3077
615+696	1311
689+384	1073
537+813	1350
465+8411	8876
3691+127	3818
2597+742	3339
1349+783	2132
297+3819	4116
339+855	1194
850+283	1133
947+314	1261
235+402	637
162+8364	8526
733+237	970
220+843	1063
4345+475	4820
5908+954	6862
8074+257	8331
2036+953	2989
585+487	1072
275+483	758
645+279	924
7887+211	8098
882+261	1143
174+257	431
211+8120	8331
816+932	1748
372+830	1202
9697+705	10402
6407+563	6970
948+708	1656
4532+559	5091
276+8292	8568
423+5263	5686
4508+851	5359
300+515	815
484+9772	10256
193+2889	3082
3077+155	3232
854+817	1671
2854+673	3527
504+3215	3719
630+284	914
4797+918	5715
346+151	497
9907+175	10082
651+665	1316
447+637	1084
2532+365	2897
440+9993	10433
947+282	1229
537+602	1139
243+922	1165
815+751	1566
630+251	881
8247+173	8420
838+9957	10795
855+878	1733
571+3697	4268
5527+967	6494
130+1542	1672
898+127	1025
1396+983	2379
1497+185	1682
268+2328	2596
804+294	1098
924+2609	3533
902+9831	10733
7087+158	7245
1423+836	2259
461+420	881
788+2886	3674
5749+870	6619
367+3609	3976
658+932	1590
714+784	1498
9847+588	10435
602+9556	10158
254+279	533
613+1695	2308
488+8682	9170
619+545	1164
126+1723	1849
1800+102	1902
5280+351	5631
453+6594	7047
470+841	1311
5506+642	6148
514+486	1000
3014+341	3355
252+5414	5666
4733+429	5162
777+1802	2579
417+3789	4206
7149+847	7996
665+831	1496
740+581	1321
516+312	828
520+716	1236
8537+732	9269
905+1278	2183
9615+289	9904
166+162	328
921+1769	2690
986+501	1487
954+9660	10614
669+641	1310
1081+367	1448
5237+977	6214
3907+660	4567
610+5079	5689
4176+487	4663
4075+641	4716
2051+509	2560
348+3537	3885
2073+244	2317
7554+733	8287
5835+843	6678
634+685	1319
6038+517	6555
262+1339	1601
529+874	1403
3138+477	3615
9656+541	10197
206+417	623
184+8568	8752
941+499	1440
746+7387	8133
463+868	1331
875+5761	6636
291+512	803
838+791	1629
448+9904	10352
4063+400	4463
986+846	1832
784+186	970
486+6041	6527
911+5584	6495
625+9689	10314
1368+890	2258
848+211	1059
347+9207	9554
3923+950	4873
439+3199	3638
724+2008	2732
6569+138	6707
803+1942	2745
344+4352	4696
313+883	1196
298+9621	9919
701+6162	6863
3001+504	3505
4635+926	5561
925+204	1129
196+828	1024
8450+638	9088
838+3027	3865
1791+721	2512
346+707	1053
746+795	1541
604+321	925
514+759	1273
331+1642	1973
975+1569	2544
2258+185	2443
9272+608	9880
498+2561	3059
612+7671	8283
9592+108	9700
289+313	602
930+130	1060
2748+442	3190
214+3095	3309
9583+113	9696
804+486	1290
583+9148	9731
846+5647	6493
2961+842	3803
103+4501	4604
476+6665	7141
159+178	337
718+2161	2879
991+638	1629
5699+211	5910
5788+331	6119
506+642	1148
451+1432	1883
3282+874	4156
299+3795	4094
3583+320	3903
9287+251	9538
345+562	907
443+6532	6975
178+2511	2689
137+5816	5953
632+648	1280
865+1702	2567
745+1348	2093
343+9067	9410
538+8133	8671
1759+631	2390
2572+219	2791
3110+536	3646
143+297	440
632+308	940
499+7518	8017
2448+937	3385
495+257	752
8465+174	8639
863+4487	5350
279+886	1165
360+448	808
153+8041	8194
4004+546	4550
2782+597	3379
8950+534	9484
3336+736	4072
637+951	1588
397+1660	2057
347+411	758
1081+912	1993
8330+898	9228
450+405	855
588+983	1571
9660+239	9899
147+4472	4619
760+483	1243
3033+154	3187
783+479	1262
807+1295	2102
1778+619	2397
678+2062	2740
392+3978	4370
831+563	1394
696+3713	4409
874+7893	8767
7158+990	8148
5856+950	6806
8474+191	8665
5842+248	6090
6999+693	7692
752+5066	5818
438+678	1116
401+121	522
6072+683	6755
4185+279	4464
210+289	499
401+899	1300
894+540	1434
677+1897	2574
737+1376	2113
8749+258	9007
755+2928	3683
882+7843	8725
757+552	1309
867+321	1188
675+4737	5412
4610+433	5043
6927+765	7692
632+241	873
1286+956	2242
947+1050	1997
517+2930	3447
811+679	1490
8113+449	8562
662+923	1585
515+704	1219
657+3402	4059
776+5358	6134
902+663	1565
686+7198	7884
516+2192	2708
115+675	790
928+7978	8906
788+950	1738
3387+884	4271
926+641	1567
685+6518	7203
357+963	1320
895+373	1268
654+3440	4094
701+915	1616
970+9339	10309
741+1664	2405
952+268	1220
870+4665	5535
106+783	889
8114+714	8828
498+2025	2523
219+953	1172
615+4310	4925
183+784	967
933+726	1659
943+1417	2360
167+484	651
1917+726	2643
5575+182	5757
744+2198	2942
6265+155	6420
517+3903	4420
9549+300	9849
8263+757	9020
742+3353	4095
847+477	1324
752+386	1138
117+9114	9231
553+5612	6165
266+1953	2219
